1.293,carbon_disulfide,S=C=S,9.378084896347484e-05,C=Cc1ccccc1;C=Cc1cccc(C)c1;C=C(CO),20,348,0.981349777777778,0.0478087930550721,0.0008250037682536,24.48725925925926,0.8441800284530294,2.424827160493827,0.3930505508946704
1.293,carbon_disulfide,S=C=S,9.378084896347484e-05,C=C(C(=O)OCCO);C=C(C=O);C=C(F),14,298,0.8133880123456791,0.0618682820224325,0.0044767120576098,13.979666666666663,0.8084032730338565,2.0174938271604943,0.3168757642387566
0.6795,n-heptane,CCCCCCC,0.0001382033563672,C=Cc1ccccc1;C=C(CN);C=C(Br),14,298,0.7284687901234568,0.0367022108782429,0.0012435162642345,13.695765432098767,0.6537223005317071,2.0401481481481483,0.2705791279309609
1.049,acetic_acid,CC(O)=O,8.884501480750248e-05,CC=C;CC=CCBr;C=C(CO),23,280,1.1604925925925926,0.0139286289043468,5.405299277848797e-05,18.974493827160497,0.3319036422512922,3.180604938271605,0.0632130786225984
0.877,benzene,c1ccccc1,9.378084896347484e-05,C=C(CN);C=Cc1cccc(C)c1;C=C(F),14,298,0.7396499012345679,0.1313375143222069,353.7679053757545,14.520604938271603,1.2779648334485456,1.619987654320988,0.8391830609134859
0.6795,n-heptane,CCCCCCC,0.0001382033563672,C=CCC;CC=CC;C=C(CO),20,280,1.0583328395061729,0.0357923621600884,0.0001652019673911,17.389543209876546,0.4004585658313748,3.0086296296296293,0.1891647295997702
0.6606000000000001,n-hexane,CCCCCC,0.0001579466929911,C=C(C(=O)OCCO);C=C;C=C(F),20,280,1.040429,0.042895254180502,0.0003953163138188,17.870530864197534,0.3954068723813656,2.6301975308641974,0.2819901679291641
1.07,phenol,Oc1ccccc1,0.0001184600197433,C=C(CO);C=C(Br);C=C(F),20,280,0.9678352345679012,0.0923253337481669,183.72289096466432,15.244876543209877,0.6280306743848565,2.4379753086419758,0.4030255322398948
1.049,acetic_acid,CC(O)=O,8.884501480750248e-05,C=C(C(=O)OCC);C=C;C=C(F),20,280,1.1211641975308642,0.017353900110563,0.0002331061316966,18.702913580246918,0.3527912402516437,3.306543209876544,0.083400276723749
0.877,benzene,c1ccccc1,9.378084896347484e-05,CC=CC;C=C(Br);C=CCl,14,298,0.6477226913580246,0.0670438144132445,438.52194734330425,11.607888888888889,0.6123939666345272,1.5280864197530866,0.3908271758981393
0.786,n-propyl_alcohol,CC(O)C,8.884501480750248e-05,C=C(C(=O)O);CC=CC;C=C(C(=O)NCC),23,348,1.2874874074074074,0.0534370442041704,0.000449892397637,23.59171604938272,0.4485044347763157,3.544148148148148,0.3313796864182304
0.6795,n-heptane,CCCCCCC,0.0001382033563672,C=C(C(=O)O);C=C;C=CCC,20,280,0.9356492592592592,0.1048941038271371,0.0004929968650126,15.629333333333332,0.8433078461966248,2.44020987654321,0.4561939352612226
0.7845,acetone,CC(C)=O,0.0001233958538993,C=C(C(=O)OCCO);CC=CC;C=C(F),14,280,0.9292386419753088,0.0757032807140603,0.0011924949101415,15.41774074074074,0.6331776178511047,2.6622345679012343,0.3390855994337297
1.587,carbon_tetrachloride,ClC(Cl)(Cl)Cl,0.0001046396841066,C=C(CN);C=CCC;C=C(C=O),23,348,1.161826790123457,0.0605065325077916,0.0006739060819551,20.460962962962967,0.4739703966492662,3.425518518518518,0.2150331648903105
0.6606000000000001,n-hexane,CCCCCC,0.0001579466929911,C=C(C(=O)O),20,280,1.030999975308642,0.0509717920645428,0.0004479836317864,17.305024691358025,0.3961747330956673,2.945074074074074,0.2061175966501502
1.261,glycerol,OCC(O)CO,2.46791707798618e-05,C=C;CC=CC;C=C(Br),14,298,0.8431132716049384,0.0299984041164054,0.0001270494216061,11.691037037037038,0.3096551424895657,2.57041975308642,0.2058659436874137
1.261,glycerol,OCC(O)CO,2.46791707798618e-05,C=C;C=C(C(=O)NCC);C=CCl,20,298,1.1618292592592592,0.0240667220568654,3.434942351896468e-05,19.828246913580248,0.4595245404015052,3.563691358024691,0.0787351619531286
0.786,n-propyl_alcohol,CC(O)C,8.884501480750248e-05,CC=C;C=C(C(=O)O);C=C,23,298,1.256915185185185,0.0583098077875837,0.0001993861760727,18.83549382716049,0.4128542062773593,3.335691358024691,0.2836666293239001
1.049,acetic_acid,CC(O)=O,8.884501480750248e-05,C=CCC;C=Cc1cccc(C)c1;C=C(C(=O)NCC),14,348,0.9091281975308642,0.0319174832381451,0.000433109691402,18.71640740740741,0.4246241556074939,2.422543209876543,0.1422190146671905
1.293,carbon_disulfide,S=C=S,9.378084896347484e-05,CC=C;C=C(C(=O)O);C=C(Br),23,348,0.9711551975308642,0.0738059566732578,0.0051359515107633,17.027703703703704,0.4808353955779498,2.291148148148148,0.5097719681716597
0.786,n-propyl_alcohol,CC(O)C,8.884501480750248e-05,CC=C;C=CCC;C=CCl,20,298,0.7611132469135803,0.0440528064241118,6.612554475185351e-05,15.862456790123458,0.69530828138143,1.3885555555555558,0.6332616528636914
1.587,carbon_tetrachloride,ClC(Cl)(Cl)Cl,0.0001046396841066,CC=C;C=C(C(=O)NCC);C=CCl,20,348,0.8617181604938272,0.0309545476813896,0.0015270992349274,17.424913580246912,0.5253807836610207,2.219567901234568,0.2700722325999493
1.049,acetic_acid,CC(O)=O,8.884501480750248e-05,C=C;C=C(Br);C=C(F),20,348,0.8861892839506171,0.0566814669108544,0.0005911850092743,13.626469135802468,0.3962126279893985,2.3424074074074075,0.2858150907806825
1.049,acetic_acid,CC(O)=O,8.884501480750248e-05,C=C(C(=O)NCC);C=C(CO);C=CCl,14,280,0.8673289259259259,0.0200915988049165,0.0001029633846506,15.352938271604938,0.3294541818189599,2.658901234567901,0.0776183453143651
1.049,acetic_acid,CC(O)=O,8.884501480750248e-05,CC=C;C=Cc1ccccc1;C=C(F),20,348,1.13974012345679,0.0515019708479134,0.0007826887209408,19.868506172839503,0.6427789421569555,3.383209876543209,0.1715692795352118
1.293,carbon_disulfide,S=C=S,9.378084896347484e-05,C=C(C(=O)N(C)C);C=C(CO);C=C(F),20,298,0.822837037037037,0.0914698810397082,0.0021411831614741,17.484987654320985,1.5384805273973792,2.1753209876543207,0.5382581836587046
0.6606000000000001,n-hexane,CCCCCC,0.0001579466929911,C=C(C(=O)N(C)C);CC=CC;C=C(F),23,280,0.9129654567901236,0.0799294818543658,0.0004081295035535,19.493086419753087,0.8314487014536197,2.839111111111112,0.333572728849495
0.877,benzene,c1ccccc1,9.378084896347484e-05,C=C(CO);C=C(Br);C=CCl,14,298,0.7132842345679011,0.0497262036936712,286.1295617367478,11.106753086419754,0.3036950033883775,1.7734691358024692,0.2170160195725306
1.049,acetic_acid,CC(O)=O,8.884501480750248e-05,C=C(C(=O)OCC);CC=CCBr;C=C(C=O),20,280,1.1662729629629631,0.0114819865838716,5.3640347646835854e-05,20.596395061728398,0.4166685238184493,3.316753086419753,0.0992335480489096
1.587,carbon_tetrachloride,ClC(Cl)(Cl)Cl,0.0001046396841066,CC=CC;C=C(CO);C=CCl,23,348,1.009308370370371,0.050694258750453,0.0025543086440791,18.303703703703704,0.4591822426461973,3.0524197530864194,0.2972113960311806
1.07,phenol,Oc1ccccc1,0.0001184600197433,C=C(C(=O)NCC);C=C(C=O);C=C(CO),14,280,0.7463597283950616,0.0336971250563313,151.48178087042757,15.188987654320988,0.4619078389672945,2.003827160493828,0.1598533888567091
1.293,carbon_disulfide,S=C=S,9.378084896347484e-05,C=C(C(=O)OCCO);C=C(C(=O)N(C)C);C=C,14,348,0.6650877283950617,0.0443272558964453,0.0002113302330055,14.327345679012346,0.7803830518831851,1.383308641975309,0.2182773545413338
1.49,chloroform,ClC(Cl)Cl,9.87166831194472e-05,C=C(C(=O)O);C=Cc1cccc(C)c1;C=C(Br),14,280,0.8486824320987655,0.0258673138373308,0.0015222301851586,15.562037037037038,0.4118715023289753,2.3911728395061727,0.1153248541224178
1.261,glycerol,OCC(O)CO,2.46791707798618e-05,C=CCC;C=C(CO);C=C(Br),14,298,0.7803286913580246,0.0115866939006221,3.969253082632714e-05,12.769469135802469,0.2579771301194842,2.288061728395061,0.0957734396644539
0.6795,n-heptane,CCCCCCC,0.0001382033563672,C=CCC;CC=CCBr,14,280,0.8271195925925927,0.0338908438404347,0.000460590029605,13.89443209876543,0.3095335773593538,1.984901234567901,0.2421192240208347
1.293,carbon_disulfide,S=C=S,9.378084896347484e-05,C=C(C(=O)O);C=C(C=O);C=C(Br),20,298,0.8342743827160495,0.0846537730244392,0.0023280371699198,15.730259259259258,0.4543562201180317,1.7435555555555555,0.5503875626645305
0.6795,n-heptane,CCCCCCC,0.0001382033563672,CC=C;C=Cc1ccccc1;C=C(C=O),14,298,0.8725860123456792,0.0487008971777053,0.0003415741933244,15.21383950617284,0.5700235961498941,2.5782716049382715,0.2600627660395471
1.049,acetic_acid,CC(O)=O,8.884501480750248e-05,C=C(CN);C=C(F);C=CCl,20,280,0.9601666666666666,0.0145888810281776,2.413326741861646e-05,15.226481481481478,0.2637414610921837,2.9172592592592594,0.0649107226923176
1.293,carbon_disulfide,S=C=S,9.378084896347484e-05,CC=C;C=C;C=CCl,20,348,0.8807974074074074,0.1450294362978037,0.0085778677721506,14.963950617283947,0.6114051999688926,2.3539506172839504,0.9374104849607956
1.293,carbon_disulfide,S=C=S,9.378084896347484e-05,C=CCC;CC=CC;C=C(Br),23,348,1.0659720617283952,0.0672124229772865,0.0022493696178062,20.079740740740743,0.4860068276149421,3.007506172839506,0.3868238544949632
1.293,carbon_disulfide,S=C=S,9.378084896347484e-05,C=C(C(=O)O);C=C;C=C(CO),23,348,0.8088747160493827,0.1500416320359312,0.0003915276598821,15.371160493827162,1.3208028839279344,1.8105432098765435,0.6420535928052588
0.786,n-propyl_alcohol,CC(O)C,8.884501480750248e-05,CC=C;C=C(CN);C=CCl,14,348,0.8372218888888888,0.0553856379868452,0.0022136514664003,12.518037037037038,0.4242236611477966,2.596382716049382,0.4018318107687711
0.6795,n-heptane,CCCCCCC,0.0001382033563672,C=C(C(=O)O);C=Cc1cccc(C)c1;C=C(CO),14,298,0.9221912592592594,0.0298725594156894,0.00043219286347,16.319345679012343,0.4600228432463865,2.523716049382716,0.1524319102854829
0.7895,ethanol,OCC,0.0001125370187561,C=Cc1ccccc1;C=C(C(=O)NCC);C=C(CO),14,348,0.7245858271604938,0.0323862333116754,0.0033692693100354,16.63701234567901,0.7568954702823925,1.609925925925926,0.4878956268108781
1.293,carbon_disulfide,S=C=S,9.378084896347484e-05,C=C(C(=O)OCC);C=C(F);C=CCl,14,298,0.772784975308642,0.0837890915384508,0.0008721130637661,14.028037037037036,0.7760192730908845,1.901185185185185,0.4083586873794887
0.6795,n-heptane,CCCCCCC,0.0001382033563672,C=CCC;C=C(C=O),24,280,1.0299686543209876,0.0517843049379365,0.0008485023636547,19.78907407407408,0.6126512063857141,2.90241975308642,0.2298834844001174
0.7845,acetone,CC(C)=O,0.0001233958538993,CC=C;C=C(CN);C=C(C(=O)O),14,348,0.7181493580246913,0.0473068690166213,0.0042078455553352,12.582777777777778,0.4986558228173313,1.790753086419753,0.3408591371510567
0.7845,acetone,CC(C)=O,0.0001233958538993,C=C(C(=O)OCC);C=C;C=C(C=O),20,348,1.1884932222222222,0.1111513824781986,0.0049599654583938,19.83401234567901,0.8590374816673094,3.330654320987654,0.463118419661189
0.6795,n-heptane,CCCCCCC,0.0001382033563672,C=C(C(=O)O);C=CCC;C=C(F),20,280,0.9391811358024692,0.0558034023213269,0.0009306237273233,16.744666666666667,0.6088323980282989,2.6074444444444445,0.3115428749995143
1.07,phenol,Oc1ccccc1,0.0001184600197433,C=C(C(=O)OCC);C=C(C(=O)O);C=C(Br),14,280,0.7927601111111112,0.0499146652348402,250.78486081577992,14.362543209876543,0.5558315769727977,2.0249382716049382,0.3654405542064824
0.7845,acetone,CC(C)=O,0.0001233958538993,C=C(C(=O)OCC);C=C(C(=O)O);C=CCl,20,348,1.21463024691358,0.0827109993129477,0.005430472787963,20.575382716049383,0.6582196820399113,3.439740740740741,0.2964858282698911
0.6606000000000001,n-hexane,CCCCCC,0.0001579466929911,CC=C;C=Cc1ccccc1;C=C(CO),20,280,1.016920111111111,0.0499263497428159,0.0001485261987139,19.915703703703706,0.6623766494893608,3.088382716049383,0.2898969833161997
1.049,acetic_acid,CC(O)=O,8.884501480750248e-05,C=C;C=Cc1cccc(C)c1;C=C(C(=O)NCC),14,280,0.9471963703703704,0.0236082845667323,9.32321607869429e-05,17.21141975308642,0.3729067292844392,2.771716049382716,0.0802031732643825
1.07,phenol,Oc1ccccc1,0.0001184600197433,C=C;CC=CC;C=Cc1cccc(C)c1,20,280,0.8174010740740743,0.1556749676240058,241.0204450979556,19.39338271604938,1.5072032768428931,1.693567901234568,0.8699287034539819
1.49,chloroform,ClC(Cl)Cl,9.87166831194472e-05,C=C(C(=O)OCC);C=C;C=C(C=O),23,280,1.296317901234568,0.0481456389501289,0.0009148265799347,22.642777777777777,0.5303190746971621,3.6137037037037048,0.2058091795361526
1.261,glycerol,OCC(O)CO,2.46791707798618e-05,CC=CCBr;C=C(C=O);C=C(F),23,298,1.3084856790123458,0.0181556315745907,1.902716676181361e-05,18.96338271604938,0.3273387103692493,3.4783580246913584,0.1336059535749288
1.293,carbon_disulfide,S=C=S,9.378084896347484e-05,C=C(C(=O)O);C=C(C(=O)OCCO);C=Cc1cccc(C)c1,14,348,0.8005668271604938,0.0866802672799479,0.0042723885618401,17.442925925925927,1.1042632511527153,2.019691358024691,0.7271906646573665
0.6606000000000001,n-hexane,CCCCCC,0.0001579466929911,C=C(CN);C=C;CC=CCBr,20,280,0.9726158518518516,0.0361718718893293,0.0007841620192071,16.936518518518522,0.768462873487503,2.2429629629629626,0.4903771651090175
0.7895,ethanol,OCC,0.0001125370187561,C=C(C(=O)OCC);C=CCC;C=C(CO),14,348,0.8566370246913582,0.0324842475374367,0.0041907890335336,15.347592592592592,0.5245318613062292,2.0580864197530864,0.2883646181927551
1.049,acetic_acid,CC(O)=O,8.884501480750248e-05,C=C;C=Cc1cccc(C)c1;C=C(Br),14,280,0.8725558024691358,0.0122714868472595,0.0001485465771064,15.635469135802472,0.3110384076327391,2.178592592592593,0.0941160011556237
0.7895,ethanol,OCC,0.0001125370187561,C=C(C(=O)OCCO);C=C(C(=O)N(C)C);C=C,14,348,0.6959021851851852,0.0275635758463019,0.0017614365384815,15.512555555555553,0.7481269945670989,1.1439876543209877,0.3057953198225277
0.7845,acetone,CC(C)=O,0.0001233958538993,CC=C;C=C;C=C(C=O),14,280,0.7740647901234569,0.0653254894565186,0.0043266331374426,11.319148148148148,0.3866217442331129,2.1617654320987656,0.3764179536659978
1.049,acetic_acid,CC(O)=O,8.884501480750248e-05,CC=C;C=C(C=O);C=CCl,14,280,0.7769217777777778,0.0152430655587919,8.966499289910498e-05,12.445469135802467,0.2382399499218369,2.1028765432098764,0.1285755177736673
0.6795,n-heptane,CCCCCCC,0.0001382033563672,C=C(C(=O)N(C)C);C=C(C=O),14,280,0.6724274567901234,0.0468549479298333,0.0004054708589043,13.784074074074072,0.6652125582093676,1.7987283950617283,0.1783355148600164
1.049,acetic_acid,CC(O)=O,8.884501480750248e-05,CC=CC;C=C(CO);C=C(Br),14,280,0.7695322469135804,0.0194049518546747,4.442951929859153e-05,12.727456790123457,0.3047599358565311,2.3407901234567903,0.1045421193455953
0.786,n-propyl_alcohol,CC(O)C,8.884501480750248e-05,CC=C;C=C(C=O);C=C(F),14,298,0.8740738518518517,0.0320335762009951,0.0006400884010189,11.84348148148148,0.3297544208227181,2.59058024691358,0.3626410620113629
1.07,phenol,Oc1ccccc1,0.0001184600197433,C=CCC;CC=CCBr;C=C(CO),23,280,1.1275938271604935,0.1047544202902221,195.03783583934307,20.975716049382715,0.574349255697433,2.5913086419753086,0.649926750706063
0.786,n-propyl_alcohol,CC(O)C,8.884501480750248e-05,C=C;CC=CC;C=Cc1cccc(C)c1,14,348,0.7505323456790123,0.0398733079966605,0.0020820054288465,15.04653086419753,0.6106664055963326,1.6864444444444444,0.2831597725492155
0.6795,n-heptane,CCCCCCC,0.0001382033563672,CC=C;C=C(C(=O)O);C=C(C=O),14,298,0.8162437160493827,0.0269347864845584,0.0019259685537536,12.10067901234568,0.3104012467822298,2.648320987654321,0.1676582228313755
1.293,carbon_disulfide,S=C=S,9.378084896347484e-05,C=C(C=O),25,298,0.8366085555555556,0.0531419918357564,0.0032568197895485,17.087888888888887,0.8874589331482847,2.0631234567901235,0.3346408571542624
1.261,glycerol,OCC(O)CO,2.46791707798618e-05,C=C(C(=O)O);C=C(C(=O)NCC);C=CCl,14,298,0.8856230246913581,0.014899057901259,6.008650940544802e-05,15.64916049382716,0.3078503106184956,2.731456790123457,0.1101223841502319
1.261,glycerol,OCC(O)CO,2.46791707798618e-05,C=C;CC=CC;C=Cc1cccc(C)c1,20,298,1.2141014814814814,0.0152215985363805,5.584923805098554e-05,21.161913580246917,0.3792606907444693,3.598086419753087,0.1223487423468198
1.293,carbon_disulfide,S=C=S,9.378084896347484e-05,C=C(C(=O)O);C=C(C(=O)N(C)C);CC=CC,20,298,0.9201679629629632,0.0686689468203669,0.000871233175717,19.07853086419753,0.4051863490327174,2.2970864197530867,0.289343923578625
0.7845,acetone,CC(C)=O,0.0001233958538993,C=C;C=CCC;C=C(C=O),20,280,1.0824065432098766,0.1070454601642638,0.0005190576508082,17.067419753086416,0.5924698224163093,3.140308641975309,0.729420836412001
0.786,n-propyl_alcohol,CC(O)C,8.884501480750248e-05,C=Cc1ccccc1;CC=CC;C=C(F),23,298,1.1973144444444446,0.0395160857385794,0.0001347276661925,22.94085185185185,0.6172790775116289,3.569197530864197,0.2456200729598803
1.049,acetic_acid,CC(O)=O,8.884501480750248e-05,C=Cc1cccc(C)c1;C=C(C=O);C=CCl,14,348,0.7646526913580246,0.0227221719307468,0.000487165846906,15.230246913580244,0.3462631030943783,2.0570493827160496,0.0914913341689475
0.6606000000000001,n-hexane,CCCCCC,0.0001579466929911,C=C(CN);CC=CCBr;C=C(F),14,280,0.7532253703703704,0.0351123918488089,0.0039249425211023,12.289617283950616,0.281553738830464,1.585432098765432,0.1868799005812936
1.293,carbon_disulfide,S=C=S,9.378084896347484e-05,CC=C;CC=CC;C=C(CO),20,298,0.9756830617283948,0.0619265354412922,0.0075967114061865,17.317024691358025,0.4128593152699253,2.976506172839506,0.4123051166565306
0.877,benzene,c1ccccc1,9.378084896347484e-05,CC=CCBr;C=CCl,14,298,0.7405419135802469,0.0517479041532291,475.46273806510817,12.823703703703703,0.4692816008011395,1.7385679012345676,0.4618596585055404
0.7845,acetone,CC(C)=O,0.0001233958538993,C=C(C(=O)OCC);C=C(C(=O)O);C=C(CO),20,348,1.14044712345679,0.0704948550735201,0.0058191347453882,20.904407407407408,0.5851604776781223,3.034419753086419,0.2754774470031012
0.786,n-propyl_alcohol,CC(O)C,8.884501480750248e-05,C=C(C(=O)OCCO);CC=CCBr,14,298,0.8136333703703703,0.0189174059346128,0.0002289884680297,17.127567901234567,0.4407913461282117,2.267925925925926,0.1845623972093146
1.293,carbon_disulfide,S=C=S,9.378084896347484e-05,C=Cc1cccc(C)c1;C=C(Br);C=C(F),23,298,1.0455617530864196,0.1410961528956018,0.0058040474607776,22.42676543209877,1.239337838650637,2.187407407407408,0.8672897586027573
0.786,n-propyl_alcohol,CC(O)C,8.884501480750248e-05,C=C(CN);C=C(C(=O)N(C)C);C=C,14,298,0.8176470987654322,0.0259672173333922,0.0004252750796469,14.700419753086418,0.4223088467921924,2.289320987654321,0.2021781897824686
0.6606000000000001,n-hexane,CCCCCC,0.0001579466929911,C=C(C(=O)N(C)C);C=C;C=C(CO),23,280,1.2331583950617286,0.0738493998313382,0.0017164515950683,20.356246913580243,0.5633599277278126,3.335024691358025,0.341279581101414
1.293,carbon_disulfide,S=C=S,9.378084896347484e-05,C=C;CC=CC;C=C(CO),23,348,0.931156,0.1844537077917477,0.0004792526726003,17.45946913580247,1.2498734364215014,2.6140123456790127,0.7025462419441203
0.6606000000000001,n-hexane,CCCCCC,0.0001579466929911,C=C(CN);C=C(C(=O)NCC),24,280,1.2404416049382718,0.0405569519533354,0.0001372504383693,24.050135802469136,0.4897016666281932,3.2829999999999995,0.3015014689889075
1.587,carbon_tetrachloride,ClC(Cl)(Cl)Cl,0.0001046396841066,C=C(C(=O)OCC);C=C(CO),20,348,0.918244148148148,0.0738178979553465,0.000241035052798,19.921172839506173,1.045836988810179,2.1552716049382714,0.3230132823147449
0.6795,n-heptane,CCCCCCC,0.0001382033563672,C=C;C=CCl,24,280,1.293130987654321,0.0845424223791854,0.0004243170914291,17.701518518518515,0.2759646654386113,3.290962962962962,0.2953257437551866
0.7895,ethanol,OCC,0.0001125370187561,C=CCC;C=C(F),24,348,0.8897044444444445,0.0877951690931725,0.0011823739413723,17.529296296296295,0.6589435511229544,2.398703703703704,0.4955947529202514
1.293,carbon_disulfide,S=C=S,9.378084896347484e-05,C=C;C=CCC,24,348,0.9111460864197533,0.1133447386561983,0.0019954767267166,18.37291358024692,1.0639262157366112,1.9059629629629624,0.7878090174724924
1.293,carbon_disulfide,S=C=S,9.378084896347484e-05,CC=C;C=C;C=C(Br),23,348,1.2020984074074073,0.0996744163403259,0.0011320271595482,17.724,0.317713474457493,3.367098765432099,0.6649493177556174
1.293,carbon_disulfide,S=C=S,9.378084896347484e-05,C=C(CN);C=CCC;C=C(C=O),23,348,1.019007049382716,0.0768472419317445,0.0022720913173417,19.75271604938272,0.6088328083372719,2.329814814814815,0.5928270855492082
1.049,acetic_acid,CC(O)=O,8.884501480750248e-05,C=C(CN);C=C(C(=O)OCCO);CC=CCBr,20,280,1.1715112345679013,0.017048285340284,4.0895678367764814e-05,21.69845679012346,0.4363836812584871,3.3860370370370365,0.048081834675777
0.7845,acetone,CC(C)=O,0.0001233958538993,C=C(C(=O)O);C=Cc1cccc(C)c1,20,280,1.337648148148148,0.0782903660584001,0.0038821318210391,25.127469135802468,0.9045829553564868,4.022061728395062,0.3132336068909297
1.49,chloroform,ClC(Cl)Cl,9.87166831194472e-05,CC=C;C=C(C(=O)OCCO);C=C(CO),20,280,1.0898653209876543,0.0621535191663445,0.0007581981862893,20.766962962962964,0.6969101017966971,2.436197530864197,0.4204562900537406
1.49,chloroform,ClC(Cl)Cl,9.87166831194472e-05,C=Cc1ccccc1;C=C(C(=O)N(C)C);C=CCC,20,280,1.1950772839506172,0.0410210746502646,0.0002124370550762,23.331567901234568,0.4609389755885075,3.3847777777777783,0.1733642422583941
